molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL4214146,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2ccc(C(C)C#N)c(C(F)(F)F)c2)c(F)c1,0.7,active
CHEMBL4218127,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2ccc(CC(C)(C)O)c(C(F)(F)F)c2)c(F)c1,0.4,active
CHEMBL4205243,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2ccc(CC(C)(C)CO)c(C(F)(F)F)c2)c(F)c1,0.4,active
CHEMBL4203429,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2ccc(CC(C)(C)CS(C)(=O)=O)c(C(F)(F)F)c2)c(F)c1,0.6,active
CHEMBL4212513,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2cc(-c3nnc(C)o3)cc(C(F)(F)F)c2)c(F)c1,0.4,active
CHEMBL4228601,CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(C4=Nc5cscc5NC(=O)C4)cc3)cc2C(F)(F)F)CC1,71.6,active
CHEMBL1704021,CC(C)(CC(=O)O)CC(=O)Nc1cc(-c2ccccc2)[nH]n1,82600.0,inactive
CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,78100.0,inactive
CHEMBL172517,CCOc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,68400.0,inactive
CHEMBL4239930,Nc1ccccc1SCc1nc2ccccc2c(=O)[nH]1,63800.0,inactive
CHEMBL4237913,O=C1NCCN1CCN(CC(O)c1ccccc1)CC(O)c1ccccc1,54000.0,inactive
CHEMBL273103,Cc1ccc(-c2oc3ccccc3c(=O)c2O)cc1,20900.0,inactive
CHEMBL4241633,O=C1c2ccccc2O[C@@H](c2ccc(Cl)cc2)[C@@H]1O,12100.0,inactive
CHEMBL4249671,COc1ccc(OC)c(NC(=O)Nc2ccc(SCc3n[nH]c(-c4ccc(Cl)cc4)n3)cc2)c1,5510.0,intermediate
CHEMBL4249208,CC(=O)c1cccc(NC(=O)Nc2ccc(SCc3n[nH]c(-c4ccccc4)n3)cc2)c1,6070.0,intermediate
CHEMBL4238220,CN1CCN(c2ccc(-c3nc(CSc4ccc(Cl)cc4)n[nH]3)cc2)CC1,19000.0,inactive
CHEMBL4244888,Oc1ccc(-c2nc(CSc3ccc(Cl)cc3)n[nH]2)cc1,32500.0,inactive
CHEMBL47173,O=C1Nc2ccccc2/C1=C/c1ccc(-c2cccs2)s1,9400.0,intermediate
CHEMBL4238771,Clc1ccc(SCc2n[nH]c(-c3ccc(Cl)cc3)n2)cc1,9380.0,intermediate
CHEMBL4242953,Nc1c(-c2ccc(Cl)cc2)oc2ccccc2c1=O,6470.0,intermediate
CHEMBL1488812,Cc1ccc(Cc2cc(-c3ccc(F)cc3)nnc2O)cc1,6160.0,intermediate
CHEMBL4245507,O=C(Cc1cccc(OCCCN2CCNCC2)c1)Nc1nc(-c2ccncc2)cs1,1000.0,active
CHEMBL4281823,CCn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(OC(F)(F)F)c2)c2c(N)ncnc21,66.0,active
CHEMBL4292020,CN1CCN(c2ccc(-c3c(-c4cc(F)c(O)c(F)c4)cnc4[nH]ccc34)cc2)CC1,1000.0,active
CHEMBL4541330,C=CC(=O)NCc1ccc(-n2nc3c(=O)[nH]nc(N)c3c2-c2oc3ccc(C)cc3c2C)cc1,1000.0,active
CHEMBL482968,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1,10.0,active
CHEMBL4466555,Cc1ccc(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1NC(=O)C1(c2ncnc3[nH]cnc23)CC1,5.2,active
CHEMBL4475216,COC[C@@H](C)Nc1cc(NC(=O)N2CCCc3cc(CN4CCCCOC4=O)c(C=O)nc32)ncc1C#N,10000.0,inactive
CHEMBL4534366,NC(=O)c1ccc(-c2cnn3ccc(NCc4ccncc4)nc23)cc1,20.0,active
CHEMBL4463076,CN(C)C(=O)c1ccc(-c2cnn3ccc(NCc4ccncc4)nc23)cc1,7600.0,intermediate
CHEMBL4468733,NC(=O)c1ccc(-c2cnn3ccc(NCc4ccccn4)nc23)cc1,44.0,active
CHEMBL4570029,NC(=O)c1ccc(-c2cnn3ccc(NCc4cccnc4)nc23)cc1,51.0,active
CHEMBL4457706,CN(C)CCNc1ccn2ncc(-c3ccc(C(N)=O)cc3)c2n1,350.0,active
CHEMBL4541958,c1ccc(-c2cnn3ccc(NCc4ccncc4)nc23)cc1,1140.0,intermediate
CHEMBL4475722,NC(=O)c1cccc(-c2cnn3ccc(NCc4ccncc4)nc23)c1,4300.0,intermediate
CHEMBL4536438,NS(=O)(=O)c1ccc(-c2cnn3ccc(NCc4ccncc4)nc23)cc1,360.0,active
CHEMBL4593942,O=C(O)c1ccc(-c2cnn3ccc(NCc4ccncc4)nc23)cc1,560.0,active
CHEMBL4544713,CC(=O)Nc1ccc(-c2cnn3ccc(NCc4ccncc4)nc23)cc1,6700.0,intermediate
CHEMBL4454509,CC(=O)Nc1cccc(-c2cnn3ccc(NCc4ccncc4)nc23)c1,1600.0,intermediate
CHEMBL4531066,CS(=O)(=O)Nc1ccc(-c2cnn3ccc(NCc4ccncc4)nc23)cc1,1500.0,intermediate
CHEMBL4513446,c1cc(CNc2ccn3ncc(-c4ccc5cn[nH]c5c4)c3n2)ccn1,300.0,active
CHEMBL4547553,c1cc(CNc2ccn3ncc(-c4ccc5c(c4)OCO5)c3n2)ccn1,290.0,active
CHEMBL4458622,c1ccc(CNc2ccn3ncc(-c4ccc5c(c4)OCO5)c3n2)nc1,39.0,active
CHEMBL4450404,c1ccc(CNc2ccn3ncc(-c4ccc5c(c4)OCO5)c3n2)cc1,29000.0,inactive
CHEMBL4537023,c1cc(Nc2ccn3ncc(-c4ccc5c(c4)OCO5)c3n2)ccn1,63000.0,inactive
CHEMBL4532182,c1cc2c(cc1-c1cnn3ccc(NCC4CCNCC4)nc13)OCO2,200.0,active
CHEMBL4560012,c1cc2c(cc1-c1cnn3ccc(NC4CCNCC4)nc13)OCO2,880.0,active
CHEMBL4536873,CN(C)CCNc1ccn2ncc(-c3ccc4c(c3)OCO4)c2n1,91.0,active
CHEMBL4476151,c1cc2c(cc1-c1cnn3ccc(NCCN4CCCCC4)nc13)OCO2,660.0,active
CHEMBL4561280,CN(C)CCCNc1ccn2ncc(-c3ccc4c(c3)OCO4)c2n1,19.0,active
CHEMBL4466600,OCCNc1ccn2ncc(-c3ccc4c(c3)OCO4)c2n1,130.0,active
CHEMBL4470529,COc1cc(N2CCN(CCN(C)C)C2=O)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,1000.0,active
CHEMBL4473213,CC(C)(C)c1cc(NC(=O)Cc2ccc(-n3cnc4cc(-c5ccc(S(C)(=O)=O)cc5)ccc43)cc2)no1,1.0,active
CHEMBL4577779,COc1cc2nccc(Oc3ccc(NC(=O)Cc4ccc(Cl)c(C(F)(F)F)c4)cc3)c2cc1OC,34.0,active
CHEMBL4438748,CN(C)c1ccc(C(=O)Nc2cccc(NC(=O)COc3ccc4c(=O)ccoc4c3)c2)cc1,10000.0,inactive
CHEMBL4441604,CCc1nc(C(N)=O)c(Nc2ccc(N3CCN(C)CC3)cc2)nc1N[C@H]1CC[C@H](O)CC1.O=C(O)/C=C/C(=O)O,1.1,active
CHEMBL4465661,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)cc2)nc1N[C@H]1CC[C@H](O)CC1.O=C(O)/C=C/C(=O)O,0.95,active
CHEMBL4454732,CC(C)c1nc(C(N)=O)c(Nc2ccc(N3CCN(C)CC3)cc2)nc1N[C@H]1CC[C@H](O)CC1.O=C(O)/C=C/C(=O)O,1.7,active
CHEMBL4574005,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(C(F)(F)F)c2)nc1N[C@H]1CC[C@H](O)CC1.O=C(O)/C=C/C(=O)O,1.5,active
CHEMBL4466977,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(C)c2)nc1N[C@H]1CC[C@H](O)CC1.O=C(O)/C=C/C(=O)O,1.0,active
CHEMBL4465573,CC(C)c1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(C(F)(F)F)c2)nc1N[C@H]1CC[C@H](O)CC1.O=C(O)/C=C/C(=O)O,2.3,active
CHEMBL4524842,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(C)c2)nc1N[C@H]1CC[C@@](C)(O)CC1.O=C(O)/C=C/C(=O)O,1.1,active
CHEMBL4528166,CCc1nc(C(N)=O)c(Nc2ccc(N3CCN(C(C)C)CC3)c(C)c2)nc1N[C@H]1CC[C@H](O)CC1.O=C(O)/C=C/C(=O)O,1.3,active
CHEMBL4438824,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(C)c2)nc1N[C@H]1CC[C@](C)(O)CC1.O=C(O)/C=C/C(=O)O,1.0,active
CHEMBL4580325,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(C)c2)nc1NC1CCOCC1.O=C(O)/C=C/C(=O)O,1.0,active
CHEMBL4580299,Cc1cc(Nc2nc(N[C@H]3CC[C@H](O)CC3)c(Cl)nc2C(N)=O)ccc1N1CCC(N2CCN(C)CC2)CC1.O=C(O)/C=C/C(=O)O,1.3,active
CHEMBL4463071,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)cc2)nc1NC1CCOCC1.O=C(O)/C=C/C(=O)O,1.3,active
CHEMBL4524472,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1.O=C(O)/C=C/C(=O)O,3.4,active
CHEMBL4483656,CC(C)c1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)cc2)nc1NC1CCOCC1.O=C(O)/C=C/C(=O)O,1.5,active
CHEMBL4461418,CCc1nc(C(N)=O)c(Nc2ccc(N3CCN(C)CC3)c(F)c2)nc1NC1CCOCC1.O=C(O)/C=C/C(=O)O,1.1,active
CHEMBL4438727,COc1cc(Nc2nc(NC3CCOCC3)c(C(C)C)nc2C(N)=O)ccc1N1CCN(C)CC1.O=C(O)/C=C/C(=O)O,3.6,active
CHEMBL4591953,CC(C)c1nc(C(N)=O)c(Nc2ccc(N3CCN(C)CC3)cc2)nc1NC1CCOCC1.O=C(O)/C=C/C(=O)O,2.9,active
CHEMBL4591308,CCc1nc(C(N)=O)c(Nc2ccc(N3CCN(C4CCN(C)CC4)CC3)c(C)c2)nc1NC1CCOCC1.O=C(O)/C=C/C(=O)O,1.1,active
CHEMBL3918580,Cc1c(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1cnc2ccccc2c1=O,110.0,active
CHEMBL4068255,C[C@@H](c1cc2cccnc2cc1F)n1cnc2ncc(-c3cnn(C)c3)nc21,30000.0,inactive
CHEMBL4634634,C[C@@H]1C[C@H]1C(=O)N1CCN(c2cnc(C#N)c(-c3cnn(C)c3)n2)C[C@H]1C,100000.0,inactive
CHEMBL4640601,COc1ccc(-c2cnn3c(N)c(-c4ccccc4)c(OC4CCN(C)CC4)nc23)cc1OC,170.0,active
CHEMBL4634073,COC(=O)Nc1ccc(-c2c(OC3CCN(C)CC3)nc3c(-c4ccc(OC)c(OC)c4)cnn3c2N)cc1,6.0,active
CHEMBL4636995,COc1ccc(-c2cnn3c(N)c(-c4nccs4)c(OC4CCN(C)CC4)nc23)cc1OC,210.0,active
CHEMBL4790634,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1Oc1nc(-c2cccnc2)nc2[nH]ncc12,3.98,active
CHEMBL1289601,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,35.0,active
CHEMBL3651854,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c(C)[nH]nc3n2)c(OC(C)C)cc1C1CCN(C)CC1,3600.0,intermediate
CHEMBL4755698,C=CC(=O)N1CCC(Cn2cc(-c3ccc4c(c3)OCO4)c3c(N)ncnc32)CC1,639.8,active
CHEMBL3952214,CC(C)n1cnnc1-c1cccc(N2Cc3ccccc3C2=O)n1,63.1,active
CHEMBL4759397,CC(C)n1cnnc1-c1cccc(NC(=O)C2CCCCO2)n1,19952.62,inactive
CHEMBL4798527,Cc1ccc(NC(=O)c2ccc(C)c(C(F)(F)F)c2)cc1C#Cc1nn([C@H]2CC[C@H](O)CC2)c2ncnc(N)c12,4.0,active
CHEMBL4793380,CC(C)(C)c1cc(NC(=O)Nc2ccc(Nc3ncnc4c3OCCCN4)cc2)no1,9.0,active
CHEMBL4798842,CN1CCCOc2c(Nc3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)cc3)ncnc21,1133.0,intermediate
CHEMBL4786825,CN1CCOc2c(Nc3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)cc3)ncnc21,1501.0,intermediate
CHEMBL4797687,CC(C)(C)c1cc(NC(=O)Nc2ccc(Nc3ncnc4c3OCCN4)c(O)c2)no1,163.0,active
CHEMBL4784000,COc1cc(NC(=O)Nc2cc(C(C)(C)C)on2)ccc1Nc1ncnc2c1OCCN2,29.0,active
CHEMBL4798574,CC(C)(C)c1cc(NC(=O)Nc2cccc(Nc3ncnc4c3OCCN4)c2)no1,6552.0,intermediate
CHEMBL4789912,Cc1nc(Nc2ncnc3c2OCCN3)ccc1NC(=O)Nc1cc(C(C)(C)C)on1,877.0,active
CHEMBL4798046,Cc1cc(NC(=O)Nc2cc(C(C)(C)C)on2)ccc1Nc1ncnc2c1OCCN2,85.0,active
CHEMBL4789515,CC(C)(C)c1cc(NC(=O)Nc2ccc(Nc3ncnc4c3OCCN4)cc2F)no1,95.0,active
CHEMBL4784865,CC(C)(C)c1cc(NC(=O)Nc2ccc(Nc3ncnc4c3OCCN4)c(F)c2)no1,27.0,active
CHEMBL4783259,CC(C)(C)c1csc(NC(=O)Nc2ccc(Nc3ncnc4c3OCCN4)cc2)n1,10000.0,inactive
CHEMBL4781659,O=C(Nc1ccc(Nc2ncnc3c2OCCN3)cc1)Nc1cccc(-c2ccccc2)c1,10000.0,inactive
CHEMBL4797671,Cc1ccc(F)c(NC(=O)Nc2ccc(Nc3ncnc4c3OCCN4)cc2)c1,7004.0,intermediate
CHEMBL4793949,O=C(Nc1ccc(Nc2ncnc3c2OCCN3)cc1)Nc1ccc(C(F)(F)F)cc1,2469.0,intermediate
CHEMBL4794893,O=C(Nc1ccc(Br)cc1)Nc1ccc(Nc2ncnc3c2OCCN3)cc1,10000.0,inactive
CHEMBL4796114,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Nc2ncnc3c2OCCN3)cc1,10000.0,inactive
CHEMBL4797171,O=C(Nc1ccc(Nc2ncnc3c2OCCN3)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1,285.0,active
CHEMBL4793991,COc1ccc(NC(=O)Nc2ccc(Nc3ncnc4c3OCCN4)cc2)cc1,1221.0,intermediate
CHEMBL4781910,COc1cccc(NC(=O)Nc2ccc(Nc3ncnc4c3OCCN4)cc2)c1,10000.0,inactive
CHEMBL4792943,Cc1cc(C)cc(NC(=O)Nc2ccc(Nc3ncnc4c3OCCN4)cc2)c1,3766.0,intermediate
CHEMBL4786580,O=C(Nc1ccc(Nc2ncnc3c2OCCN3)cc1)Nc1cc(Cl)cc(Cl)c1,4478.0,intermediate
CHEMBL4788477,O=C(Nc1ccc(Nc2ncnc3c2OCCN3)cc1)Nc1cccc2ccccc12,10000.0,inactive
CHEMBL4779887,CC(C)(C)c1cc(NC(=O)Nc2ccc(Nc3ncnc4c3OCCN4)cc2)no1,58.0,active
CHEMBL4794285,O=C(Nc1ccc(Nc2ncnc3c2OCCN3)cc1)Nc1cccs1,10000.0,inactive
CHEMBL4794949,CC(C)(C)c1cc(NC(=O)Nc2ccc(Nc3ncnc4c3OCCN4)nc2)no1,54.0,active
CHEMBL4779377,CC(C)N1CCOc2c(Nc3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)cc3)ncnc21,10000.0,inactive
CHEMBL4791998,Cl.O=C1Nc2ccc(F)cc2/C1=C1/Nc2ccccc2/C1=N\OCCN1CCNCC1,1.21,active
CHEMBL4799738,Cn1cc(-c2ccc3c(Nc4cccc(NC(=O)Nc5cccc(F)c5)c4)ncnc3c2)cn1,2000.0,intermediate
CHEMBL4785085,CC(C)c1ccc(NC(=O)Cc2ccc(Nc3ncnc4[nH]ccc34)cc2)cc1,7690.0,intermediate
CHEMBL4794703,CC(C)(C)c1ccc(NC(=O)Cc2ccc(Nc3ncnc4[nH]ccc34)cc2)cc1,15820.0,inactive
CHEMBL4790509,COc1cc(NC(=O)Cc2ccc(Nc3ncnc4[nH]ccc34)cc2)cc(OC)c1OC,47620.0,inactive
CHEMBL4795440,O=C(Cc1ccc(Nc2ncnc3[nH]ccc23)cc1)Nc1ccc2c(c1)OCO2,20000.0,inactive
CHEMBL4776658,O=C(Cc1ccc(Nc2ncnc3[nH]ccc23)cc1)Nc1cccc(C(F)(F)F)c1,16220.0,inactive
CHEMBL4779844,O=C(Cc1ccc(Nc2ncnc3[nH]ccc23)cc1)Nc1ccc(C(F)(F)F)c(Cl)c1,20000.0,inactive
CHEMBL4795925,O=C(Cc1ccc(Nc2ncnc3[nH]ccc23)cc1)Nc1ccc(Cl)c(F)c1,20000.0,inactive
CHEMBL4781264,O=C(Cc1ccc(Nc2ncnc3[nH]ccc23)cc1)Nc1cccc(F)c1,20000.0,inactive
CHEMBL4788511,O=C(Cc1ccc(Nc2ncnc3[nH]ccc23)cc1)Nc1ccc(OC(F)(F)F)cc1,20000.0,inactive
CHEMBL4779979,O=C(Cc1ccc(Nc2ncnc3[nH]ccc23)cc1)Nc1cccc2ncccc12,18960.0,inactive
CHEMBL4782595,CS(=O)(=O)c1ccc(NC(=O)Cc2ccc(Nc3ncnc4[nH]ccc34)cc2)cc1,20000.0,inactive
CHEMBL4791894,O=C(Cc1ccc(Nc2ncnc3[nH]ccc23)cc1)NC1CC1,2370.0,intermediate
CHEMBL4778954,O=C(Cc1ccc(Nc2ncnc3[nH]ccc23)cc1)NC1CCC1,3910.0,intermediate
CHEMBL4778887,O=C(Cc1ccc(Nc2ncnc3[nH]ccc23)cc1)NCc1ccccc1,4650.0,intermediate
CHEMBL4799653,Cn1nc(C(C)(C)C)cc1NC(=O)Cc1ccc(Nc2ncnc3[nH]ccc23)cc1,127.0,active
CHEMBL4787596,CC(C)(C)c1cc(NC(=O)Cc2ccc(Nc3ncnc4[nH]ccc34)cc2)no1,76.0,active
CHEMBL4783262,Cn1ccc2c(Nc3ccc(CC(=O)Nc4cc(C(C)(C)C)on4)cc3)ncnc21,3510.0,intermediate
CHEMBL4782706,Cn1nc(C(C)(C)C)cc1NC(=O)Cc1ccc(Nc2ncnc3c2ccn3C)cc1,3930.0,intermediate
CHEMBL4796452,Cn1nc(C(C)(C)C)cc1NC(=O)Cc1ccc(Nc2ncnc3sccc23)cc1,1060.0,intermediate
CHEMBL4798314,CC(C)(C)c1cc(NC(=O)Cc2ccc(Nc3ncnc4sccc34)cc2)no1,960.0,active
CHEMBL4800112,O=C(Cc1ccc(Nc2ncnc3sccc23)cc1)Nc1cccc(F)c1,20000.0,inactive
CHEMBL4778459,CC(C)(C)c1cc(NC(=O)Cc2cccc(Nc3ncnc4[nH]ccc34)c2)no1,31560.0,inactive
CHEMBL4779109,Cn1nc(C(C)(C)C)cc1NC(=O)Cc1cccc(Nc2ncnc3[nH]ccc23)c1,39560.0,inactive
CHEMBL4800102,O=C(Cc1cccc(Nc2ncnc3[nH]ccc23)c1)Nc1ccc(Cl)c(F)c1,20000.0,inactive
CHEMBL4793536,CC(C)(C)c1ccc(-c2cc3c(Nc4ccc(CC(=O)Nc5cc(C(C)(C)C)on5)cc4)ncnc3[nH]2)cc1,13520.0,inactive
CHEMBL4787848,CC(C)(C)c1ccc(-c2cc3c(Nc4ccc(CC(=O)Nc5cccc(F)c5)cc4)ncnc3[nH]2)cc1,20000.0,inactive
CHEMBL4781196,COc1ccc(-c2cc3c(Nc4ccc(CC(=O)Nc5cc(C(C)(C)C)nn5C)cc4)ncnc3[nH]2)cc1,120.0,active
CHEMBL4798335,COc1ccc(-c2cc3c(Nc4ccc(CC(=O)Nc5ccc(C(C)C)cc5)cc4)ncnc3[nH]2)cc1,2436.0,intermediate
CHEMBL4794322,COc1ccc(-c2cc3c(Nc4ccc(CC(=O)Nc5cccc(F)c5)cc4)ncnc3[nH]2)cc1,20000.0,inactive
CHEMBL4799589,COc1ccc(-c2cc3c(Nc4ccc(CC(=O)Nc5ccc(F)cc5)cc4)ncnc3[nH]2)cc1,20000.0,inactive
CHEMBL4778228,CC(C)(C)c1cc(NC(=O)Cc2ccc(Nc3ncnc4[nH]c(-c5ccsc5)cc34)cc2)no1,50.0,active
CHEMBL4778453,Cn1nc(C(C)(C)C)cc1NC(=O)Cc1ccc(Nc2ncnc3[nH]c(-c4ccsc4)cc23)cc1,52.0,active
CHEMBL4785273,O=C(Cc1ccc(Nc2ncnc3[nH]c(-c4ccsc4)cc23)cc1)Nc1cccc(F)c1,20000.0,inactive
CHEMBL4794686,CC(=O)c1ccc(-c2cc3c(Nc4ccc(CC(=O)Nc5cc(C(C)(C)C)on5)cc4)ncnc3[nH]2)cc1,44.0,active
CHEMBL4789906,Cn1cc(-c2cc3c(Nc4ccc(CC(=O)Nc5cc(C(C)(C)C)nn5C)cc4)ncnc3[nH]2)cn1,21.0,active
CHEMBL4784249,Cn1cc(-c2cc3c(Nc4ccc(CC(=O)Nc5cc(C(C)(C)C)on5)cc4)ncnc3[nH]2)cn1,9.0,active
CHEMBL4794666,Cn1cc(-c2cc3c(Nc4ccc(CC(=O)Nc5cccc(F)c5)cc4)ncnc3[nH]2)cn1,20000.0,inactive
CHEMBL4791835,CC(C)c1ccc(NC(=O)Cc2ccc(Nc3ncnc4[nH]c(-c5cnn(C)c5)cc34)cc2)cc1,20000.0,inactive
CHEMBL4794965,Cn1nc(C(C)(C)C)cc1NC(=O)Cc1ccc(Nc2ncnc3[nH]c(-c4ccc(S(C)(=O)=O)cc4)cc23)cc1,9.0,active
CHEMBL4791960,CC(C)(C)c1cc(NC(=O)Cc2ccc(Nc3ncnc4[nH]c(-c5ccc(S(C)(=O)=O)cc5)cc34)cc2)no1,6.8,active
CHEMBL4789222,Cn1cc(-c2cc3c(Nc4ccc(CC(=O)Nc5cc(C(C)(C)C)on5)cc4)ncnc3s2)cn1,820.0,active
CHEMBL4799943,Cn1cc(-c2cc3c(Nc4ccc(CC(=O)Nc5cc(C(C)(C)C)nn5C)cc4)ncnc3s2)cn1,1393.0,intermediate
CHEMBL4794496,COc1cc2ncnc(Oc3ccc(Nc4nccc5[nH]cc(-c6ccc(F)cc6)c(=O)c45)cc3F)c2cc1OC,65.3,active
CHEMBL4873571,CC(C)n1cc(C(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)c(F)c2)c(=O)n(-c2ccc(F)cc2)c1=O,1000.0,active
CHEMBL4847680,Cn1cc(-c2ccn3c(-c4ccc(-c5cccc(Cl)c5)s4)cnc3c2)cn1,6830.0,intermediate
CHEMBL4852822,COc1cccc(OC)c1-c1ccc(-c2cnc3cc(-c4cnn(C)c4)ccn23)s1,5430.0,intermediate
CHEMBL4858720,Nc1ncnc2c1c(-c1cccc(O)c1)cn2[C@H]1C[C@@H](CO)C1,51.0,active
CHEMBL169390,Nc1ncnc2c1c(-c1cccc(O)c1)cn2C1CCCC1,4.0,active
CHEMBL4854822,CC(=O)N1CCN([C@H]2C[C@@H](n3cc(-c4cc(O)ccc4F)c4c(N)ncnc43)C2)CC1,920.0,active
CHEMBL4848347,CC(=O)N1CCN([C@H]2C[C@@H](n3cc(-c4cccc(O)c4)c4c(N)ncnc43)C2)CC1,5.0,active
CHEMBL4864386,CC(=O)N1CCN([C@H]2C[C@@H](n3cc(-c4ccccc4O)c4c(N)ncnc43)C2)CC1,74.0,active
CHEMBL4855562,CC(=O)N1CCN([C@H]2C[C@@H](n3cc(-c4ccc(O)cc4)c4c(N)ncnc43)C2)CC1,9.0,active
CHEMBL4853155,CC(=O)N1CCN([C@H]2C[C@@H](n3cc(-c4ccc(Cl)c(O)c4)c4c(N)ncnc43)C2)CC1,0.73,active
CHEMBL4860822,COc1cc(-c2cn([C@H]3C[C@@H](N4CCN(C(C)=O)CC4)C3)c3ncnc(N)c23)ccc1Cl,76.0,active
CHEMBL4877264,CC(=O)N1CCN([C@H]2C[C@@H](n3cc(-c4ccc(Cl)c(N)c4)c4c(N)ncnc43)C2)CC1,0.85,active
CHEMBL4582651,CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,0.78,active
CHEMBL4861957,Cc1cc(Nc2cc(C)[nH]n2)nc(C2CCC3(CC2)OCCN([C@@H](C)c2ccc(-n4cc(F)cn4)nc2)C3=O)n1,1.12,active
CHEMBL4845703,Cc1cc(Nc2cc(C)[nH]n2)nc(C2CCC3(CCCN([C@@H](C)c4ccc(-n5cc(F)cn5)nc4)C3=O)CC2)n1,0.9,active
CHEMBL4875034,Cc1cc(Nc2cc(C)[nH]n2)nc(N2CCC3(CC2)CCN([C@@H](C)c2ccc(-n4cc(F)cn4)nc2)C3=O)n1,1.58,active
CHEMBL4872605,Cc1cc(Nc2cc(C)[nH]n2)nc(N2CCC3(CCCN([C@@H](C)c4ccc(-n5cc(F)cn5)nc4)C3=O)CC2)n1,0.36,active
CHEMBL4870957,Cc1cc(Nc2cc(C)[nH]n2)nc(N2CCC3(CCCN([C@@H](C)c4cnc(-n5cc(F)cn5)cn4)C3=O)CC2)n1,0.68,active
CHEMBL4859281,Cc1cc(Nc2cc(C)[nH]n2)nc(N2CCC3(CCCN([C@@H](C)c4ccc(-n5cc(F)cn5)cc4F)C3=O)CC2)n1,1.39,active
CHEMBL4848545,Cc1cc(Nc2cc(C)[nH]n2)nc(N2CCC3(CC2)CCN(C(C)c2ccc(-n4cc(F)cn4)nc2)C3=O)n1,73.87,active
CHEMBL4859271,Cc1cc(Nc2cc(C)[nH]n2)nc(N2CCC3(CCCN(C(C)c4ccc(-n5cc(F)cn5)nc4)C3=O)CC2)n1,92.99,active
CHEMBL4846521,Cc1cc(Nc2cc(C)[nH]n2)nc(N2CCC3(CC2)OCCN([C@@H](C)c2ccc(-n4cc(F)cn4)nc2)C3=O)n1,1.29,active
CHEMBL4862303,Cc1cc(Nc2nc(N3CCC4(CC3)OCCN([C@@H](C)c3ccc(-n5cc(F)cn5)nc3)C4=O)ncc2F)n[nH]1,19.1,active
CHEMBL4846921,CCN1CCN(c2ccc(Nc3ncc4scc(-c5cccc(NS(C)(=O)=O)c5)c4n3)cc2)CC1,2.9,active
CHEMBL4876497,Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3Cl)cc12,1000.0,active
CHEMBL4097778,CN1C(=O)[C@@H](N2CCc3cn(CC4CCS(=O)(=O)CC4)nc3C2=O)COc2ccccc21,1000.0,active
